Category,Order Date,Segment,Sales Target
Office Supplies,10/19/2022,Home Office,1513
Technology,10/19/2022,Consumer,18
Technology,10/19/2022,Corporate,285
Furniture,10/20/2022,Consumer,42
Furniture,10/20/2022,Corporate,247
Office Supplies,10/20/2022,Consumer,200
Office Supplies,10/20/2022,Corporate,768
Office Supplies,10/20/2022,Home Office,68
Technology,10/20/2022,Corporate,15
Furniture,10/21/2022,Corporate,507
Furniture,10/21/2022,Home Office,982
Office Supplies,10/21/2022,Consumer,108
Office Supplies,10/21/2022,Corporate,829
Office Supplies,10/21/2022,Home Office,173
Technology,10/21/2022,Consumer,350
Technology,10/21/2022,Corporate,26
Technology,10/21/2022,Home Office,1282
Furniture,10/22/2022,Consumer,770
Furniture,10/22/2022,Corporate,167
Office Supplies,10/22/2022,Consumer,370
Office Supplies,10/22/2022,Corporate,33
Office Supplies,10/22/2022,Home Office,97
Technology,10/22/2022,Corporate,34
Technology,10/22/2022,Home Office,11741
Furniture,10/23/2022,Corporate,1050
Office Supplies,10/23/2022,Consumer,255
Office Supplies,10/23/2022,Corporate,90
Technology,10/23/2022,Consumer,1778
Technology,10/23/2022,Corporate,35
Furniture,10/24/2022,Consumer,466
Office Supplies,10/24/2022,Consumer,12
Furniture,10/26/2022,Consumer,364
Office Supplies,10/26/2022,Consumer,269
Office Supplies,10/26/2022,Corporate,76
Office Supplies,10/26/2022,Home Office,48
Technology,10/26/2022,Consumer,153
Technology,10/26/2022,Corporate,66
Furniture,10/27/2022,Corporate,649
Office Supplies,10/27/2022,Corporate,100
Office Supplies,10/27/2022,Home Office,54
Technology,10/27/2022,Corporate,161
Technology,10/27/2022,Home Office,23
Furniture,10/28/2022,Consumer,68
Office Supplies,10/28/2022,Consumer,240
Office Supplies,10/28/2022,Corporate,51
Technology,10/28/2022,Consumer,55
Office Supplies,10/29/2022,Corporate,44
Furniture,10/30/2022,Consumer,1120
Furniture,10/30/2022,Corporate,10
Furniture,10/30/2022,Home Office,33
Office Supplies,10/30/2022,Consumer,2060
Office Supplies,10/30/2022,Home Office,162
Technology,10/30/2022,Consumer,502
Office Supplies,10/31/2022,Corporate,9
Office Supplies,10/31/2022,Home Office,5
Technology,10/31/2022,Corporate,499
Furniture,11/1/2022,Consumer,2319
Office Supplies,11/1/2022,Consumer,233
Furniture,11/2/2022,Corporate,891
Furniture,11/2/2022,Home Office,168
Office Supplies,11/2/2022,Consumer,315
Office Supplies,11/2/2022,Corporate,525
Office Supplies,11/2/2022,Home Office,975
Technology,11/2/2022,Corporate,3265
Furniture,11/3/2022,Consumer,507
Furniture,11/3/2022,Corporate,349
Furniture,11/3/2022,Home Office,1723
Office Supplies,11/3/2022,Consumer,208
Office Supplies,11/3/2022,Corporate,189
Technology,11/3/2022,Consumer,1023
Technology,11/3/2022,Corporate,358
Technology,11/3/2022,Home Office,172
Furniture,11/4/2022,Corporate,450
Office Supplies,11/4/2022,Consumer,8
Office Supplies,11/4/2022,Corporate,391
Office Supplies,11/4/2022,Home Office,112
Technology,11/4/2022,Consumer,264
Technology,11/4/2022,Corporate,9902
Furniture,11/5/2022,Consumer,424
Office Supplies,11/5/2022,Consumer,565
Office Supplies,11/5/2022,Corporate,17
Office Supplies,11/5/2022,Home Office,204
Technology,11/5/2022,Consumer,461
Technology,11/5/2022,Corporate,627
Furniture,11/6/2022,Consumer,177
Furniture,11/6/2022,Home Office,2561
Office Supplies,11/6/2022,Consumer,1247
Office Supplies,11/6/2022,Corporate,5
Office Supplies,11/6/2022,Home Office,268
Technology,11/6/2022,Home Office,131
Furniture,11/7/2022,Consumer,368
Furniture,11/7/2022,Corporate,300
Office Supplies,11/7/2022,Consumer,172
Technology,11/7/2022,Consumer,743
Technology,11/7/2022,Home Office,739
Furniture,11/8/2022,Corporate,244
Office Supplies,11/8/2022,Home Office,106
Furniture,11/9/2022,Consumer,41
Furniture,11/9/2022,Corporate,628
Furniture,11/9/2022,Home Office,92
Office Supplies,11/9/2022,Corporate,2408
Technology,11/9/2022,Corporate,982
Technology,11/9/2022,Home Office,691
Furniture,11/10/2022,Corporate,1328
Furniture,11/10/2022,Home Office,210
Office Supplies,11/10/2022,Consumer,468
Office Supplies,11/10/2022,Corporate,956
Office Supplies,11/10/2022,Home Office,20
Technology,11/10/2022,Consumer,107
Technology,11/10/2022,Corporate,1017
Furniture,11/11/2022,Consumer,76
Furniture,11/11/2022,Home Office,36
Office Supplies,11/11/2022,Consumer,432
Office Supplies,11/11/2022,Corporate,996
Office Supplies,11/11/2022,Home Office,25
Technology,11/11/2022,Consumer,31
Furniture,11/12/2022,Home Office,273
Office Supplies,11/12/2022,Consumer,1121
Office Supplies,11/12/2022,Corporate,53
Office Supplies,11/12/2022,Home Office,140
Technology,11/12/2022,Corporate,416
Technology,11/12/2022,Home Office,801
Furniture,11/13/2022,Consumer,2140
Furniture,11/13/2022,Corporate,321
Office Supplies,11/13/2022,Consumer,1592
Office Supplies,11/13/2022,Corporate,69
Office Supplies,11/13/2022,Home Office,216
Technology,11/13/2022,Consumer,369
Technology,11/13/2022,Corporate,1276
Technology,11/13/2022,Home Office,154
Furniture,11/14/2022,Corporate,273
Office Supplies,11/14/2022,Consumer,112
Office Supplies,11/14/2022,Corporate,104
Office Supplies,11/14/2022,Home Office,16
Technology,11/14/2022,Consumer,259
Furniture,11/15/2022,Consumer,554
Furniture,11/16/2022,Consumer,310
Office Supplies,11/16/2022,Consumer,1025
Office Supplies,11/16/2022,Corporate,92
Office Supplies,11/16/2022,Home Office,20
Technology,11/16/2022,Consumer,219
Technology,11/16/2022,Corporate,2546
Technology,11/16/2022,Home Office,56
Furniture,11/17/2022,Consumer,515
Office Supplies,11/17/2022,Consumer,389
Office Supplies,11/17/2022,Corporate,1414
Technology,11/17/2022,Consumer,9942
Technology,11/17/2022,Corporate,295
Furniture,11/18/2022,Consumer,131
Furniture,11/18/2022,Corporate,6
Furniture,11/18/2022,Home Office,18
Office Supplies,11/18/2022,Consumer,323
Office Supplies,11/18/2022,Corporate,707
Technology,11/18/2022,Consumer,220
Furniture,11/19/2022,Consumer,1335
Furniture,11/19/2022,Corporate,880
Furniture,11/19/2022,Home Office,82
Office Supplies,11/19/2022,Consumer,1781
Office Supplies,11/19/2022,Corporate,2323
Office Supplies,11/19/2022,Home Office,112
Technology,11/19/2022,Consumer,31
Furniture,11/20/2022,Consumer,738
Furniture,11/20/2022,Corporate,48
Furniture,11/20/2022,Home Office,29
Office Supplies,11/20/2022,Consumer,277
Technology,11/20/2022,Consumer,1159
Technology,11/20/2022,Corporate,533
Furniture,11/21/2022,Consumer,92
Office Supplies,11/21/2022,Consumer,258
Office Supplies,11/21/2022,Corporate,58
Office Supplies,11/21/2022,Home Office,75
Technology,11/21/2022,Consumer,1161
Technology,11/21/2022,Home Office,601
Office Supplies,11/22/2022,Consumer,34
Furniture,11/23/2022,Consumer,31
Furniture,11/23/2022,Corporate,147
Office Supplies,11/23/2022,Consumer,17
Office Supplies,11/23/2022,Corporate,465
Technology,11/23/2022,Consumer,515
Furniture,11/24/2022,Consumer,825
Furniture,11/24/2022,Corporate,1065
Office Supplies,11/24/2022,Consumer,585
Office Supplies,11/24/2022,Corporate,734
Office Supplies,11/24/2022,Home Office,1244
Technology,11/24/2022,Consumer,230
Technology,11/24/2022,Corporate,150
Furniture,11/25/2022,Consumer,2073
Furniture,11/25/2022,Corporate,737
Office Supplies,11/25/2022,Consumer,162
Office Supplies,11/25/2022,Corporate,32
Office Supplies,11/25/2022,Home Office,467
Technology,11/25/2022,Consumer,294
Technology,11/25/2022,Corporate,35
Furniture,11/26/2022,Consumer,243
Furniture,11/26/2022,Home Office,1203
Office Supplies,11/26/2022,Consumer,36
Office Supplies,11/26/2022,Corporate,237
Office Supplies,11/26/2022,Home Office,154
Technology,11/26/2022,Consumer,1325
Technology,11/26/2022,Home Office,2009
Furniture,11/27/2022,Consumer,18
Furniture,11/27/2022,Corporate,51
Office Supplies,11/27/2022,Consumer,279
Office Supplies,11/27/2022,Corporate,901
Technology,11/27/2022,Consumer,60
Technology,11/27/2022,Corporate,332
Furniture,11/28/2022,Home Office,4193
Office Supplies,11/28/2022,Consumer,167
Office Supplies,11/28/2022,Corporate,84
Office Supplies,11/28/2022,Home Office,46
Technology,11/28/2022,Corporate,1802
Furniture,11/29/2022,Consumer,482
Furniture,11/30/2022,Consumer,2804
Furniture,11/30/2022,Home Office,1256
Office Supplies,11/30/2022,Consumer,365
Office Supplies,11/30/2022,Home Office,977
Technology,11/30/2022,Consumer,361
Technology,11/30/2022,Corporate,99
Technology,11/30/2022,Home Office,562
Furniture,12/1/2022,Consumer,984
Furniture,12/1/2022,Corporate,64
Furniture,12/1/2022,Home Office,1366
Office Supplies,12/1/2022,Consumer,632
Office Supplies,12/1/2022,Corporate,539
Office Supplies,12/1/2022,Home Office,129
Technology,12/1/2022,Consumer,1436
Technology,12/1/2022,Home Office,64
Furniture,12/2/2022,Consumer,704
Furniture,12/2/2022,Corporate,3070
Office Supplies,12/2/2022,Consumer,1488
Office Supplies,12/2/2022,Corporate,1103
Office Supplies,12/2/2022,Home Office,41
Technology,12/2/2022,Consumer,3598
Technology,12/2/2022,Corporate,325
Furniture,12/3/2022,Consumer,71
Furniture,12/3/2022,Home Office,553
Office Supplies,12/3/2022,Consumer,457
Technology,12/3/2022,Consumer,390
Furniture,12/4/2022,Consumer,513
Furniture,12/4/2022,Corporate,539
Office Supplies,12/4/2022,Consumer,146
Office Supplies,12/4/2022,Corporate,42
Technology,12/4/2022,Consumer,1216
Technology,12/4/2022,Corporate,243
Furniture,12/5/2022,Consumer,42
Furniture,12/5/2022,Corporate,86
Furniture,12/5/2022,Home Office,188
Office Supplies,12/5/2022,Consumer,278
Office Supplies,12/5/2022,Corporate,232
Office Supplies,12/5/2022,Home Office,266
Technology,12/5/2022,Consumer,90
Technology,12/5/2022,Corporate,185
Technology,12/5/2022,Home Office,29
Office Supplies,12/6/2022,Corporate,11
Furniture,12/7/2022,Consumer,80
Office Supplies,12/7/2022,Consumer,337
Office Supplies,12/7/2022,Corporate,1737
Office Supplies,12/7/2022,Home Office,47
Technology,12/7/2022,Consumer,582
Furniture,12/8/2022,Consumer,3570
Office Supplies,12/8/2022,Consumer,1485
Office Supplies,12/8/2022,Corporate,275
Office Supplies,12/8/2022,Home Office,587
Technology,12/8/2022,Consumer,1511
Furniture,12/9/2022,Corporate,883
Furniture,12/9/2022,Home Office,919
Office Supplies,12/9/2022,Consumer,685
Office Supplies,12/9/2022,Corporate,582
Office Supplies,12/9/2022,Home Office,208
Technology,12/9/2022,Consumer,1824
Furniture,12/10/2022,Consumer,1921
Furniture,12/10/2022,Corporate,15
Office Supplies,12/10/2022,Consumer,506
Office Supplies,12/10/2022,Corporate,446
Office Supplies,12/10/2022,Home Office,79
Technology,12/10/2022,Consumer,98
Technology,12/10/2022,Corporate,49
Technology,12/10/2022,Home Office,549
Furniture,12/11/2022,Consumer,609
Furniture,12/11/2022,Corporate,857
Office Supplies,12/11/2022,Consumer,737
Office Supplies,12/11/2022,Corporate,22
Office Supplies,12/11/2022,Home Office,12
Technology,12/11/2022,Consumer,148
Technology,12/11/2022,Corporate,341
Furniture,12/13/2022,Consumer,189
Furniture,12/13/2022,Corporate,276
Office Supplies,12/13/2022,Consumer,95
Furniture,12/14/2022,Consumer,1363
Furniture,12/14/2022,Home Office,544
Office Supplies,12/14/2022,Consumer,94
Office Supplies,12/14/2022,Home Office,198
Technology,12/14/2022,Consumer,38
Technology,12/14/2022,Corporate,194
Technology,12/14/2022,Home Office,1584
Furniture,12/15/2022,Home Office,21
Office Supplies,12/15/2022,Consumer,81
Office Supplies,12/15/2022,Corporate,10
Technology,12/15/2022,Consumer,199
Furniture,12/16/2022,Corporate,217
Office Supplies,12/16/2022,Consumer,11
Office Supplies,12/16/2022,Corporate,99
Office Supplies,12/16/2022,Home Office,220
Technology,12/16/2022,Corporate,303
Furniture,12/17/2022,Consumer,592
Office Supplies,12/17/2022,Consumer,706
Office Supplies,12/17/2022,Corporate,544
Office Supplies,12/17/2022,Home Office,34
Furniture,12/18/2022,Consumer,1217
Furniture,12/18/2022,Corporate,93
Office Supplies,12/18/2022,Consumer,2259
Office Supplies,12/18/2022,Corporate,17
Office Supplies,12/18/2022,Home Office,5
Technology,12/18/2022,Consumer,131
Technology,12/18/2022,Corporate,29
Furniture,12/19/2022,Consumer,123
Office Supplies,12/19/2022,Consumer,1941
Office Supplies,12/20/2022,Corporate,340
Furniture,12/21/2022,Home Office,14
Office Supplies,12/21/2022,Consumer,803
Office Supplies,12/21/2022,Corporate,1070
Technology,12/21/2022,Consumer,371
Furniture,12/22/2022,Consumer,3239
Furniture,12/22/2022,Corporate,239
Furniture,12/22/2022,Home Office,143
Office Supplies,12/22/2022,Consumer,1020
Office Supplies,12/22/2022,Corporate,680
Technology,12/22/2022,Consumer,1552
Technology,12/22/2022,Corporate,65
Furniture,12/23/2022,Consumer,73
Furniture,12/23/2022,Corporate,167
Furniture,12/23/2022,Home Office,29
Office Supplies,12/23/2022,Consumer,272
Office Supplies,12/23/2022,Corporate,797
Technology,12/23/2022,Corporate,426
Furniture,12/24/2022,Consumer,530
Furniture,12/24/2022,Corporate,39
Furniture,12/24/2022,Home Office,749
Office Supplies,12/24/2022,Consumer,1202
Office Supplies,12/24/2022,Corporate,56
Office Supplies,12/24/2022,Home Office,82
Technology,12/24/2022,Consumer,499
Technology,12/24/2022,Home Office,3053
Furniture,12/25/2022,Consumer,790
Furniture,12/25/2022,Corporate,36
Office Supplies,12/25/2022,Consumer,339
Office Supplies,12/25/2022,Corporate,377
Office Supplies,12/25/2022,Home Office,619
Technology,12/25/2022,Consumer,317
Technology,12/25/2022,Home Office,92
Office Supplies,12/26/2022,Consumer,41
Office Supplies,12/26/2022,Corporate,790
Office Supplies,12/26/2022,Home Office,3
Office Supplies,12/27/2022,Corporate,12
Technology,12/27/2022,Corporate,163
Furniture,12/28/2022,Consumer,86
Furniture,12/28/2022,Corporate,411
Office Supplies,12/28/2022,Consumer,294
Office Supplies,12/28/2022,Corporate,700
Office Supplies,12/28/2022,Home Office,82
Technology,12/28/2022,Consumer,16
Furniture,12/29/2022,Consumer,2074
Furniture,12/29/2022,Corporate,86
Office Supplies,12/29/2022,Consumer,71
Office Supplies,12/29/2022,Corporate,189
Technology,12/29/2022,Consumer,269
Furniture,12/30/2022,Consumer,284
Office Supplies,12/30/2022,Consumer,61
Office Supplies,12/30/2022,Corporate,29
Office Supplies,12/30/2022,Home Office,199
Technology,12/30/2022,Consumer,80
